,CZ010 - Prague,CZ020 - Central Bohemian,CZ031 - South Bohemian,CZ032 - Plzeň,CZ041 - Karlovy Vary,CZ042 - Ústí nad Labem,CZ051 - Liberec,CZ052 - Hradec Králové,CZ053 - Pardubice,CZ063 - Vysočina,CZ064 - South Moravian,CZ071 - Olomouc,CZ072 - Zlín,CZ080 - Moravian-Silesian,PL21 - Małopolskie,PL22 - Śląskie,PL41 - Wielkopolskie,PL42 - Zachodniopomorskie,PL43 - Lubuskie,PL51 - Dolnośląskie,PL52 - Opolskie,PL61 - Kujawsko-Pomorskie,PL62 - Warmińsko-Mazurskie,PL63 - Pomorskie,PL71 - Łódzkie,PL72 - Świętokrzyskie,PL81 - Lubelskie,PL82 - Podkarpackie,PL84 - Podlaskie,PL9 - Mazowieckie,SE110 - Stockholm,SE121 - Uppsala,SE122 - Södermanland,SE123 - Östergötland,SE124 - Örebro,SE125 - Västmanland,SE211 - Jönköping,SE212 - Kronoberg,SE213 - Kalmar,SE214 - Gotland,SE221 - Blekinge,SE224 - Skåne,SE231 - Halland,SE232 - Västra Götaland,SE311 - Värmland,SE312 - Dalarna,SE313 - Gävleborg,SE321 - Västernorrland,SE322 - Jämtland,SE331 - Västerbotten,SE332 - Norrbotten
SE110 - Stockholm,21.790087982598777,26.229146933333872,33.75618062812488,37.24192738322451,69.05354992762366,35.534324795385544,33.14232637342417,36.816870311722425,35.34348361850694,42.81506134438247,30.421101956170336,32.9742009836572,35.06784164392417,30.419395508816592,34.50688851157297,33.464193550031744,24.306365391042025,21.130930266716703,31.52458378930328,31.37322625623056,33.01009626772736,22.38673794478528,21.648749111775608,20.190148721164746,36.73400309473415,38.149537113309776,35.6846879310802,34.832126594563434,30.027472639949643,28.68535310318739,0.0,9.442460470030301,12.06257725205035,9.724049733787039,13.212774203803033,11.357910160763307,9.988728801329344,19.877720306112188,13.563265922813482,21.596036312776363,15.611493295066438,13.95461902413538,16.12338987348365,13.892704120963508,14.03791606740413,12.343545003617393,21.800805901408406,19.587095438572,22.70737324457162,15.969295649059838,19.409245249322332
SE121 - Uppsala,22.18459521708666,25.333065126138514,31.70898703945896,34.309898107699915,67.59285149450245,35.65385987867178,33.50834827054226,35.35617187860123,29.505316774179548,37.42666266618441,25.314505643934332,30.99227965738409,31.129180498755947,31.382262349206712,30.777353742255357,34.0883866895182,23.74791613487766,22.093797107106823,29.54266246303017,29.39130492995745,32.8310854265349,24.08509225812472,23.384304190588647,20.90100786287851,34.75208176846104,36.13231802765547,33.70276660480709,32.850205268290324,28.80106012667702,28.41220137397222,9.442460470030301,0.0,20.482942068935547,10.557866043562516,10.523620259819763,19.447863600872434,13.357723737372796,16.71287240366791,14.839140126307441,18.504997700946912,19.183725069434082,12.434495191863425,10.26737266024228,9.42260352272629,13.0786160296876,14.23123065574521,21.678960762139994,23.505192268214053,21.266266598816152,15.964454581565194,20.763940052936995
SE122 - Södermanland,17.92041839495633,19.653873971778417,31.775911820698376,28.686865037922054,63.441571464192435,29.328325337374544,24.851195829708065,31.204891848291204,26.285483298822903,33.889632559983674,25.381430425173747,31.059204438623503,30.878390081884717,24.252125829691565,30.844278523494772,29.798975109678388,21.697889615910753,18.594475648982126,29.609587244269584,29.458229711196864,31.095099722693668,19.197145737044494,19.733752566741913,19.8532837440803,34.819006549700454,36.19924280889489,33.7696913860465,32.91713004952974,28.112476094915948,26.770356558153694,12.06257725205035,20.482942068935547,0.0,14.496295806344364,20.285874140668277,13.972307031624286,13.958783192848308,17.64312082916669,16.191318006526863,18.8811374719381,16.43081175113014,23.23691743717854,20.195718395592525,18.648915520167147,16.786683787004854,8.07992832270552,17.412282634914973,14.95853598568641,20.151533120218666,20.041624171168714,14.995279455847491
SE123 - Östergötland,18.103555785718765,22.54261473645386,27.87405764915588,33.834704001280926,64.0959995257662,30.13547555151708,29.455794176544156,31.859319909864976,31.936260236563356,35.75409082347986,23.36013143526772,27.157350267081007,28.00687112302155,21.747055834552135,27.445917990670356,31.084544092330518,19.823295814295633,17.618537436438974,25.707733072727088,25.55637553965437,27.193245551151172,19.163897141296154,17.380786951348863,15.253852197757682,30.917152378157958,32.29738863735239,29.867837214504007,29.015275877987243,24.210621923373452,22.868502386611198,9.724049733787039,10.557866043562516,14.496295806344364,0.0,8.88701900633476,15.884186332455727,8.512028167860489,11.89192427026769,10.089011784863693,19.243908605398154,15.07216660717023,9.628863826667107,11.797634676015377,9.566948923495236,13.551697583186439,11.65455631073624,21.111817208527253,17.58537130530332,19.009112648770483,11.643540451591566,14.115354465210663
SE124 - Örebro,19.225297328173397,22.373767237225252,29.10599707881983,34.52689034344101,66.83486510499816,32.69456198975852,30.549050381628994,34.598185489096934,32.62844657872344,38.16487779507743,25.770918406865288,27.146651477053425,30.417658094619117,27.53663416887605,29.856704962267923,27.96472265106236,19.656181841736977,18.24816892677616,25.697034282699505,25.545676749626786,27.953320397845832,18.090313492036415,19.939873389590304,15.743093051634123,30.906453588130375,33.49935356400472,29.857138424476425,29.00457708795966,24.19992313334587,22.857803596583615,13.212774203803033,10.523620259819763,20.285874140668277,8.88701900633476,0.0,15.237128022276284,8.252288761895365,12.77200546930549,13.07840351858443,16.483649646647947,12.145870640812674,8.824601325306638,9.00140374695338,6.473303797670162,11.819231244778637,15.736131836526983,18.36323602846985,16.759500534367056,17.6627354697459,15.574165667894835,15.040773494191562
SE125 - Västmanland,21.157174148763847,23.566128713105837,35.6881665620258,34.35812036601413,62.35026977810723,33.24058007870197,29.818071289053776,30.113590162206002,32.45967660129656,37.8018873013111,29.293685166501167,34.97145917995093,34.79064482321213,28.026142018726798,34.756533264822195,33.71122985100581,25.610144357238173,22.506730390309546,33.52184198559701,33.37048445252428,35.00735446402109,23.109400478371914,23.646007308069333,22.18740691745847,38.73126129102788,40.11149755022231,37.68194612737392,36.82938479085716,32.024730836243364,30.682611299481113,11.357910160763307,19.447863600872434,13.972307031624286,15.884186332455727,15.237128022276284,0.0,20.813023364774377,22.142545263194066,14.25480630091127,18.645275832391597,15.079773377131236,22.023634394526937,17.34916894542961,16.62808314680451,17.207269022148534,9.792268844691135,18.990123129965017,18.511554027740203,13.248752359626177,22.586749974414538,13.424798793279543
SE211 - Jönköping,18.452635091248318,22.891694041983413,28.687002649302656,32.89483283473237,60.74930510135071,29.252083737371848,29.80487348207371,31.468288106991917,28.090251501212002,36.53282028636878,24.138860898156643,27.970295267227783,28.785600585910473,25.3349671083605,28.224647453559278,27.910231315295075,18.608980444515034,16.346374418680618,26.520678072873864,26.369320539801144,28.006190551297948,17.929721459307608,16.644843395346193,15.186243004735331,31.730097378304734,33.11033363749917,30.680782214650783,29.82822087813402,25.023566923520228,23.681447386757974,9.988728801329344,13.357723737372796,13.958783192848308,8.512028167860489,8.252288761895365,20.813023364774377,0.0,11.710727819520725,10.164309214954885,18.132378214283193,14.519502166681416,9.278134244330234,10.576243142449615,7.543166888107773,11.072736422740428,13.940820923548305,15.53890906766664,14.259288245471508,15.941586969852299,15.455561676738363,15.111935888885444
SE212 - Kronoberg,22.102821657380982,26.541880608116077,28.198731214602773,36.54501940086503,61.575955665176984,30.43072368242444,33.45506004820638,31.496613868980628,31.740438067344666,30.75227557374392,21.804249819078144,27.4820238325279,27.301209475789115,22.90846374605709,27.26709791739917,27.972016398902447,18.12070900981515,16.654260529807758,26.03240663817398,25.881049105101262,27.517919116598065,18.56717313285305,17.676035082256224,14.808218223599166,31.24182594360485,32.622062202799285,30.1925107799509,29.339949443434136,24.535295488820346,23.19317595205809,19.877720306112188,16.71287240366791,17.64312082916669,11.89192427026769,12.77200546930549,22.142545263194066,11.710727819520725,0.0,11.984747709890884,17.748969010101952,15.4194061412778,11.053693664134629,12.074044391529942,15.747717282336229,12.377449682124807,15.566677181416598,11.72423029606696,13.676646443343925,16.45254114757516,16.969291793861995,15.608409258272953
SE213 - Kalmar,19.207523490186276,23.64658244092137,28.636249560763815,33.64972123367033,62.77766624559037,30.41439372802448,30.559761881011667,30.540986629689133,28.84513990014996,37.69513027702141,25.301170888809274,25.231181570164644,29.947910576563103,22.60666248458511,29.38695744421191,24.32190596809702,19.186434323680963,16.19585539731088,23.98974167678042,24.024153451868482,27.48357287978982,17.280661600660842,16.14509910798604,16.358337683188058,29.22599931456009,33.02960604594871,28.64785194616012,27.914610926031827,23.562105702400906,22.31213452422411,13.563265922813482,14.839140126307441,16.191318006526863,10.089011784863693,13.07840351858443,14.25480630091127,10.164309214954885,11.984747709890884,0.0,12.730194329035534,10.972936658776096,10.732966122803925,12.727792532684711,10.079486022539832,11.595748756774206,14.642347117141938,13.941442262600368,13.459544014414146,14.13512787138605,17.032545293741567,12.054723778148873
SE214 - Gotland,25.451778506828077,29.890837457563173,29.446778659718355,39.89397625031213,65.17213330293811,33.212917716934754,36.80401689765347,32.93545368703687,35.08939491679176,38.50565937597595,26.111699987763814,27.417349583647443,30.758439675517643,25.44297043479896,30.19748654316645,30.736715307924023,21.880343476624162,19.56968374824835,25.967732389293523,27.14659601819715,28.294101978744358,24.078514877024055,20.570912934409478,19.69969661612371,31.177151694724394,33.84013514490325,30.127836531070443,29.27527519455368,24.470621239939888,25.530463308612497,21.596036312776363,18.504997700946912,18.8811374719381,19.243908605398154,16.483649646647947,18.645275832391597,18.132378214283193,17.748969010101952,12.730194329035534,0.0,18.55020774906238,19.942739308921112,19.486389240593066,16.46905085280926,18.18780573699095,14.348337167343228,21.045443441768285,22.871674947842344,22.23349721273923,26.187442114276028,16.90918744872352
SE221 - Blekinge,23.423690535374973,26.324863593621536,25.093590031774575,40.548441975299674,59.37093803148174,34.231980574244325,35.63880784401583,35.395218225410524,38.649998210582105,31.0290293291954,23.111803669923283,22.038503363920935,28.751415779125942,24.970621553047906,23.337154695829767,30.673553133658764,19.41230485562388,19.355797264564075,23.998217851963368,24.46415362413149,25.781535073765255,21.396072482958395,19.149966889494,16.30344504814782,25.882737149758576,30.53140391751679,28.592959311119884,24.396766409677973,21.43265994901408,22.848020914546836,15.611493295066438,19.183725069434082,16.43081175113014,15.07216660717023,12.145870640812674,15.079773377131236,14.519502166681416,15.4194061412778,10.972936658776096,18.55020774906238,0.0,14.523095349057014,14.880047649194953,12.948899410753075,11.139082564696466,14.118390993486369,13.77201304555663,13.834258528939525,16.306140799323256,16.865512135893596,11.59240955139396
SE224 - Skåne,17.940498513827265,22.37955746456236,28.70963864033512,34.77777198162214,63.927124097723016,31.01178363575813,29.86813785033829,31.690444481821785,32.87932821690457,37.10935449272537,24.715395104513235,27.992931258260246,30.201547144850746,22.51024730719606,28.80118165991587,31.603780071464037,20.342531793429153,17.2639729495727,26.543314063906326,26.391956530833607,28.02882654233041,21.145791749421157,18.257095035589913,17.753576413872626,31.752733369337196,33.132969628531626,30.703418205683246,29.85085686916648,25.04620291455269,23.707373254908678,13.95461902413538,12.434495191863425,23.23691743717854,9.628863826667107,8.824601325306638,22.023634394526937,9.278134244330234,11.053693664134629,10.732966122803925,19.942739308921112,14.523095349057014,0.0,7.733193337060911,7.517291082071971,11.794835274778508,16.47797665685933,16.864025464001642,15.662986310912526,15.085685778042652,11.32237833865154,14.059977584540324
SE231 - Halland,19.02982388446878,23.468882835203875,30.987888762218795,34.07109665610936,66.94960535226691,29.230197502435786,30.38206227529417,34.712925736365676,32.17265289139179,36.51093405143272,24.593407366694166,30.271181380143922,30.090367023405136,24.37087627632302,30.05625546501519,29.010952051198807,20.909866557431172,20.386049175649667,28.821564185790002,28.670206652717283,30.307076664214087,22.027832656693327,21.190150416162126,17.48712911765147,34.03098349122087,35.411219750415306,32.98166832756692,32.12910699105016,27.324453036436367,25.982333499674112,16.12338987348365,10.26737266024228,20.195718395592525,11.797634676015377,9.00140374695338,17.34916894542961,10.576243142449615,12.074044391529942,12.727792532684711,19.486389240593066,14.880047649194953,7.733193337060911,0.0,7.073596997589796,11.933971492047382,18.6467475062076,21.14556074540896,19.20151484797492,19.218369036815826,10.791966167642814,17.90843355527693
SE232 - Västra Götaland,18.220595022370638,22.38719512812551,30.16641696052167,35.34534646229534,64.83376145384364,31.586714520173217,30.435712331011494,32.597081837942405,33.44690269757777,38.86745106917015,26.473491680958013,29.449709578446797,31.3241033664168,22.50439241722267,30.559278236360647,31.15647201481817,20.751382188429695,18.386529171138754,28.000092384092877,27.848734851020158,29.48560486251696,19.988549994334633,18.656205422083776,18.87613263543868,33.20951168952375,34.589747948718184,32.16019652586979,31.307635189353032,26.50298123473924,25.160861697976987,13.892704120963508,9.42260352272629,18.648915520167147,9.566948923495236,6.473303797670162,16.62808314680451,7.543166888107773,15.747717282336229,10.079486022539832,16.46905085280926,12.948899410753075,7.517291082071971,7.073596997589796,0.0,11.343896635512456,16.41606175368746,19.621043454297425,17.270366609533042,17.375694417942253,13.315625922795501,15.31244818363566
SE311 - Värmland,15.390612630893038,17.799567195235028,29.921605044154987,29.40935941060321,55.01563386021952,27.474018560831155,24.499725279319364,26.950552707402025,27.51091564588564,32.035325783440285,23.527123648630358,29.204897662080114,29.02408330534133,24.570435616561987,28.989971746951383,27.944668333135,19.843582839367365,16.740168872438737,27.755280467726195,27.603922934653475,29.24079294615028,18.102053570108865,17.879445790198524,16.420845399587662,32.964699773157065,34.3449360323515,31.915384609503114,31.06282327298635,26.25816931837256,24.916049781610305,14.03791606740413,13.0786160296876,16.786683787004854,13.551697583186439,11.819231244778637,17.207269022148534,11.072736422740428,12.377449682124807,11.595748756774206,18.18780573699095,11.139082564696466,11.794835274778508,11.933971492047382,11.343896635512456,0.0,15.237712897619929,14.167847220430069,15.276845772556833,14.201538338122802,11.211892203906825,12.067532803055926
SE312 - Dalarna,16.75217335575484,21.191232306489937,28.853415346993312,32.583423973536554,57.965318974545426,26.40582886366948,28.104411746580233,30.165880890053796,30.684980208818985,31.70698958370557,22.458933951468683,28.13670796491844,27.955893608179654,24.7067952524225,27.92178204978971,26.876478635973324,18.77539314220569,15.671979175277063,26.68709077056452,26.5357332374918,28.172603248988604,20.179713468444753,16.81125609303685,18.304312854695375,31.89651007599539,33.27674633518983,30.84719491234144,29.994633575824675,25.189979621210885,23.84786008444863,12.343545003617393,14.23123065574521,8.07992832270552,11.65455631073624,15.736131836526983,9.792268844691135,13.940820923548305,15.566677181416598,14.642347117141938,14.348337167343228,14.118390993486369,16.47797665685933,18.6467475062076,16.41606175368746,15.237712897619929,0.0,12.571338874173712,14.397570380247771,18.60256223083374,18.492653281783788,14.277676279346121
SE313 - Gävleborg,16.504629969418584,17.628623434651725,27.425549691865225,31.852201816329863,56.52475095478193,25.535740415274514,26.94256768504602,26.698978066440713,29.953758051612294,32.01050021298023,21.031068296340596,26.708842309790352,27.017536208623532,19.763525148566227,26.49391639466162,25.458990348671875,17.347527487077603,14.244113520148975,25.259225115436433,25.107867582363713,26.744737593860517,14.846783608211343,15.383390437908762,14.569565477645412,30.468644420867303,31.848880680061736,29.419329257213352,28.566767920696588,23.762113966082797,22.419994429320543,21.800805901408406,21.678960762139994,17.412282634914973,21.111817208527253,18.36323602846985,18.990123129965017,15.53890906766664,11.72423029606696,13.941442262600368,21.045443441768285,13.77201304555663,16.864025464001642,21.14556074540896,19.621043454297425,14.167847220430069,12.571338874173712,0.0,10.088667340377484,20.904735423525224,20.880203683079962,14.825795046359524
SE321 - Västernorrland,17.9781895692368,22.417248519971896,30.66798586656937,32.42038731272085,59.10166559073724,28.22039938324554,29.33042796006219,26.864985974836014,27.615805979200484,32.781706605854666,24.273504471044742,29.951278484494498,29.770464127755712,23.005961323270373,29.736352569365767,28.691049155549383,20.58996366178175,17.48654969485312,28.50166129014058,28.35030375706786,29.987173768564663,18.08921978291549,18.625826612612908,17.167226222002046,33.711080595571445,35.09131685476588,32.6617654319175,31.809204095400734,27.004550140786943,25.66243060402469,19.587095438572,23.505192268214053,14.95853598568641,17.58537130530332,16.759500534367056,18.511554027740203,14.259288245471508,13.676646443343925,13.459544014414146,22.871674947842344,13.834258528939525,15.662986310912526,19.20151484797492,17.270366609533042,15.276845772556833,14.397570380247771,10.088667340377484,0.0,14.310362508441244,21.186979334673563,12.68392908578797
SE322 - Jämtland,17.059090666497518,20.207560575549373,31.274488527237033,33.89276638685328,58.992454605602894,30.52835532808264,28.98313225556944,28.739542636964135,31.994322622135716,33.38820926652233,24.880007131712404,30.55778114516216,30.376966788423374,24.175065540074606,30.34285523003343,29.51883861483156,21.19646632244941,18.16485898261397,29.10816395080824,28.95680641773552,30.593676429232325,22.810609982299702,19.303008039685125,17.773728882669708,34.31758325623911,35.697819515433544,33.26826809258516,32.415706756068396,27.611052801454605,26.26893326469235,22.70737324457162,21.266266598816152,20.151533120218666,19.009112648770483,17.6627354697459,13.248752359626177,15.941586969852299,16.45254114757516,14.13512787138605,22.23349721273923,16.306140799323256,15.085685778042652,19.218369036815826,17.375694417942253,14.201538338122802,18.60256223083374,20.904735423525224,14.310362508441244,0.0,16.084241249483735,14.596918390667213
SE331 - Västerbotten,17.31267750467301,19.721632069015,31.84366991793496,30.44236021358889,59.84622669164979,29.743645031499074,26.24838814270372,27.609547075748555,28.54391644887132,37.02438158049601,25.44918852241033,31.126962535860088,30.946148179121302,24.181645374635963,30.912036620731357,29.866733206914972,21.765647713147338,18.66223374621871,29.677345341506168,29.52598780843345,31.162857819930252,19.26490383428108,19.801510663978497,18.342910273367636,34.88676464693704,36.26700090613147,33.83744948328309,32.98488814676632,28.180234192152533,26.838114655390278,15.969295649059838,15.964454581565194,20.041624171168714,11.643540451591566,15.574165667894835,22.586749974414538,15.455561676738363,16.969291793861995,17.032545293741567,26.187442114276028,16.865512135893596,11.32237833865154,10.791966167642814,13.315625922795501,11.211892203906825,18.492653281783788,20.880203683079962,21.186979334673563,16.084241249483735,0.0,14.260202903168711
SE332 - Norrbotten,13.628973206347833,16.530146264594396,24.97187170630561,30.753724646272534,55.136446948867984,24.437263245217185,25.84409051498869,25.600500896383384,28.855280881554965,29.59349703391275,18.57739031078098,24.255164324230737,25.955733845058337,20.646634462723203,24.040238409102006,25.826477968900065,18.403198889294906,15.206439911596808,23.2679744242624,22.89952615407062,27.48636818095214,18.740375012541968,18.039586945005894,15.556290617295758,28.014966435307688,29.39520269450212,26.965651271653737,26.113089935136973,23.456342881094265,23.067484128389466,19.409245249322332,20.763940052936995,14.995279455847491,14.115354465210663,15.040773494191562,13.424798793279543,15.111935888885444,15.608409258272953,12.054723778148873,16.90918744872352,11.59240955139396,14.059977584540324,17.90843355527693,15.31244818363566,12.067532803055926,14.277676279346121,14.825795046359524,12.68392908578797,14.596918390667213,14.260202903168711,0.0
